"creation_time"	"session_id"	"project_id"	"action_id"	"action_params"	"parent_display_id"	"child_display_id"
"2016-08-14 12:44:05"	1	1	1	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	1	2
"2016-08-14 12:44:08"	1	1	2	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2	3
"2016-08-15 09:40:42"	2	1	3	"{\"field\":\"eth_src\",\"aggregations\":[{\"field\":\"length\",\"type\":\"avg\"}],\"groupPriority\":0}"	4	5
"2016-08-15 13:13:54"	2	1	4	"{\"field\":\"ip_src\",\"aggregations\":[{\"field\":\"length\",\"type\":\"avg\"}],\"groupPriority\":0}"	4	6
"2016-08-15 13:14:10"	2	1	5	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	4	7
"2016-08-15 13:15:13"	2	1	6	"{\"field\":\"info_line\",\"term\":\"reply\",\"condition\":16}"	7	8
"2016-08-15 13:16:34"	2	1	8	"{\"field\":\"highest_layer\",\"term\":\"ICMP\",\"condition\":512}"	7	10
"2016-08-15 13:17:24"	2	1	10	"{\"field\":\"highest_layer\",\"term\":\"SMB\",\"condition\":512}"	7	12
"2016-08-15 13:17:47"	2	1	12	"{\"field\":\"tcp_dstport\",\"term\":\"443\",\"condition\":8}"	12	14
"2016-08-15 13:18:11"	2	1	13	"{\"field\":\"tcp_dstport\",\"term\":\"445\",\"condition\":8}"	12	15
"2016-08-15 13:23:04"	2	1	14	"{\"field\":\"ip_dst\",\"term\":\"192.168.1.122\",\"condition\":8}"	4	16
"2016-08-15 13:25:19"	2	1	15	"{\"field\":\"ip_src\",\"aggregations\":[{\"field\":\"length\",\"type\":\"avg\"}],\"groupPriority\":0}"	4	17
"2016-08-15 13:27:26"	2	1	16	"{\"field\":\"ip_src\",\"aggregations\":[{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":0}"	4	18
"2016-08-22 14:54:45"	7	1	49	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	55	56
"2016-08-22 14:54:53"	7	1	50	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	56	57
"2016-08-22 14:55:13"	7	1	51	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":2}"	57	58
"2016-08-22 14:55:35"	7	1	52	"{\"field\":\"tcp_dstport\",\"aggregations\":[],\"groupPriority\":3}"	58	59
"2016-08-22 15:00:05"	7	1	53	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":2}"	57	60
"2016-08-22 15:07:44"	7	1	55	"{\"field\":\"ip_dst\",\"term\":\"82.108.10.174\",\"condition\":8}"	57	62
"2016-08-22 15:09:48"	7	1	56	"{\"field\":\"tcp_stream\",\"term\":\"43\",\"condition\":16}"	55	63
"2016-08-22 15:11:10"	7	1	57	"{\"field\":\"ip_dst\",\"term\":\"82.108.10.174\",\"condition\":8}"	55	64
"2016-08-22 16:43:59"	9	2	83	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	91	92
"2016-08-22 16:44:01"	9	2	84	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":1}"	92	93
"2016-08-22 16:44:29"	9	2	85	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":0}"	91	94
"2016-08-22 16:45:21"	9	2	86	"{\"field\":\"tcp_stream\",\"aggregations\":[{\"field\":\"ip_src\",\"type\":\"min\"},{\"field\":\"ip_dst\",\"type\":\"max\"},{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":0}"	91	95
"2016-08-22 16:45:47"	9	2	87	"{\"field\":\"highest_layer\",\"term\":\"TCP\",\"condition\":512}"	95	96
"2016-08-23 17:19:43"	11	1	92	"{\"field\":\"highest_layer\",\"aggregations\":[{\"field\":\"tcp_srcport\",\"type\":\"min\"},{\"field\":\"info_line\",\"type\":\"max\"}],\"groupPriority\":0}"	101	103
"2016-08-23 17:20:20"	11	1	94	"{\"field\":\"ip_src\",\"aggregations\":[{\"field\":\"tcp_srcport\",\"type\":\"min\"},{\"field\":\"info_line\",\"type\":\"max\"}],\"groupPriority\":1}"	103	105
"2016-08-23 17:21:57"	11	1	95	"{\"field\":\"ip_dst\",\"aggregations\":[{\"field\":\"tcp_srcport\",\"type\":\"min\"},{\"field\":\"info_line\",\"type\":\"max\"}],\"groupPriority\":2}"	105	106
"2016-08-23 17:22:00"	11	1	96	"{\"field\":\"ip_dst\",\"direction\":\"asc\"}"	105	107
"2016-08-23 17:26:23"	11	1	97	"{\"field\":\"ip_dst\",\"aggregations\":[{\"field\":\"tcp_srcport\",\"type\":\"min\"},{\"field\":\"info_line\",\"type\":\"max\"}],\"groupPriority\":2}"	103	108
"2016-08-23 17:27:49"	12	2	98	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	109	110
"2016-08-23 17:28:03"	12	2	99	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":1}"	110	111
"2016-08-23 17:29:18"	12	2	100	"{\"field\":\"tcp_stream\",\"aggregations\":[{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":0}"	109	114
"2016-08-23 17:29:58"	12	2	102	"{\"field\":\"tcp_stream\",\"aggregations\":[{\"field\":\"ip_src\",\"type\":\"min\"},{\"field\":\"ip_dst\",\"type\":\"max\"}],\"groupPriority\":0}"	109	117
"2016-08-23 17:30:12"	12	2	104	"{\"field\":\"highest_layer\",\"term\":\"TCP\",\"condition\":512}"	117	119
"2016-08-23 17:37:45"	17	1	115	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":0}"	132	133
"2016-08-23 17:37:57"	17	1	116	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	132	134
"2016-08-23 17:38:03"	17	1	117	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	134	135
"2016-08-23 17:40:36"	17	1	119	"{\"field\":\"info_line\",\"term\":\"Echo (ping) reply\",\"condition\":16}"	132	137
"2016-08-23 17:40:48"	17	1	120	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	137	138
"2016-08-23 17:41:25"	17	1	121	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":0}"	132	139
"2016-08-23 17:41:42"	17	1	122	"{\"field\":\"highest_layer\",\"term\":\"ICMP\",\"condition\":512}"	132	140
"2016-08-23 17:42:05"	17	1	123	"{\"field\":\"tcp_dstport\",\"aggregations\":[],\"groupPriority\":0}"	140	141
"2016-08-23 17:43:16"	17	1	124	"{\"field\":\"ip_dst\",\"term\":\"192.168.1.122\",\"condition\":512}"	141	142
"2016-08-23 17:43:50"	17	1	125	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":1}"	142	143
"2016-08-27 15:53:21"	23	1	218	"{\"field\":\"highest_layer\",\"term\":\"ICMP\",\"condition\":8}"	241	242
"2016-08-27 15:53:29"	23	1	219	"{\"field\":\"ip_dst\",\"direction\":\"asc\"}"	242	243
"2016-08-27 15:54:17"	23	1	220	"{\"field\":\"ip_src\",\"term\":\"192.168.1.122\",\"condition\":8}"	243	244
"2016-08-27 15:57:55"	23	1	221	"{\"field\":\"ip_dst\",\"term\":\"82.108.163.88\",\"condition\":8}"	241	245
"2016-08-27 15:59:07"	23	1	223	"{\"field\":\"ip_src\",\"term\":\"192.168.1.122\",\"condition\":8}"	241	247
"2016-08-27 15:59:44"	23	1	224	"{\"field\":\"tcp_dstport\",\"aggregations\":[{\"field\":\"ip_dst\",\"type\":\"count\"}],\"groupPriority\":0}"	247	248
"2016-08-27 16:01:37"	23	1	225	"{\"field\":\"ip_dst\",\"direction\":\"asc\"}"	248	249
"2016-08-27 16:02:53"	23	1	226	"{\"field\":\"info_line\",\"term\":\"SYN\",\"condition\":16}"	241	250
"2016-08-27 16:03:09"	23	1	227	"{\"field\":\"ip_src\",\"term\":\"192.168.1.122\",\"condition\":512}"	250	251
"2016-08-27 16:05:21"	23	1	228	"{\"field\":\"tcp_stream\",\"term\":\"0\",\"condition\":32}"	241	252
"2016-08-27 16:06:05"	23	1	229	"{\"field\":\"tcp_dstport\",\"aggregations\":[{\"field\":\"tcp_stream\",\"type\":\"count\"}],\"groupPriority\":0}"	252	253
"2016-08-27 16:06:45"	23	1	231	"{\"field\":\"ip_src\",\"term\":\"192.168.1.122\",\"condition\":8}"	253	255
"2016-08-27 20:56:30"	33	1	324	"{\"field\":\"highest_layer\",\"term\":\"ICMP\",\"condition\":512}"	356	357
"2016-08-27 20:57:10"	33	1	328	"{\"field\":\"ip_dst\",\"term\":\"192.168.1.1\",\"condition\":8}"	356	361
"2016-08-27 20:57:46"	33	1	329	"{\"field\":\"ip_dst\",\"term\":\"192.168.1.122\",\"condition\":8}"	356	362
